name,canonical_smiles,max_phase,s_u_percentile,s_n_percentile,pareto_front,nn_tanimoto_urat1_active,nn_tanimoto_nlrp3_active,novel_vs_urat1_tc_lt_0.4,novel_vs_nlrp3_tc_lt_0.4
RELACATIB,CC(C)C[C@H](NC(=O)c1cc2ccccc2o1)C(=O)N[C@H]1CC[C@@H](C)N(S(=O)(=O)c2ccccn2)CC1=O,2.0,22.949689869055824,91.38525155065471,False,0.205,0.224,True,True
MB07811,Cc1cc(OCP2(=O)OCC[C@@H](c3cccc(Cl)c3)O2)cc(C)c1Cc1ccc(O)c(C(C)C)c1,2.0,22.880771881461055,82.35699517574086,False,0.223,0.231,True,True
ESAFLOXACIN,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCC(N)C3)nc21,2.0,22.811853893866296,88.4906960716747,False,0.211,0.191,True,True
ETHYL DIRAZEPATE,CCOC(=O)C1N=C(c2ccccc2Cl)c2cc(Cl)ccc2NC1=O,2.0,22.742935906271533,7.512060647829088,False,0.235,0.302,True,True
ISAVUCONAZOLE,C[C@@H](c1nc(-c2ccc(C#N)cc2)cs1)[C@](O)(Cn1cncn1)c1cc(F)ccc1F,3.0,22.67401791867677,42.866988283942106,False,0.271,0.202,True,True
CHLORSULFAQUINOXALINE,Nc1ccc(S(=O)(=O)Nc2cnc3c(Cl)cccc3n2)cc1,2.0,22.605099931082016,79.32460372157134,False,0.333,0.218,True,True
GSK-3494245,O=C(Nc1ccc(F)c(-c2ccn3c(N4CCOCC4)cnc3n2)c1)N1CCCC1,1.0,22.536181943487254,50.137835975189525,False,0.233,0.247,True,True
GAVESTINEL,O=C(/C=C/c1c(C(=O)O)[nH]c2cc(Cl)cc(Cl)c12)Nc1ccccc1,2.0,22.46726395589249,88.07718814610614,False,0.298,0.205,True,True
SCH-900776,Cn1cc(-c2cnn3c(N)c(Br)c([C@@H]4CCCNC4)nc23)cn1,2.0,22.39834596829773,71.19228118538939,False,0.133,0.205,True,True
HALOMETASONE,C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C(Cl)=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,2.0,22.329427980702967,50.137835975189525,False,0.151,0.175,True,True
NAVARIXIN,CC[C@@H](Nc1c(Nc2cccc(C(=O)N(C)C)c2O)c(=O)c1=O)c1ccc(C)o1,2.0,22.2605099931082,87.31909028256375,False,0.2,0.206,True,True
MOBINITINIB,Cc1nn(C)cc1-c1nc2c(N3CCN(Cc4ccc(Cl)cc4)CC3)c(Cl)cnc2[nH]1,2.0,22.19159200551344,26.326671261199174,False,0.256,0.198,True,True
TEBUQUINE,CC(C)(C)NCc1cc(Nc2ccnc3cc(Cl)ccc23)cc(-c2ccc(Cl)cc2)c1O,2.0,22.12267401791868,50.137835975189525,False,0.242,0.207,True,True
LOMEDEUCITINIB,[2H]C([2H])([2H])NC(=O)c1nnc(NC(=O)[C@@H]2CC23CC3)cc1Nc1ncccc1S(C)(=O)=O,2.0,22.05375603032391,65.54100620261889,False,0.217,0.213,True,True
ZD-6126,COc1cc2c(c(OC)c1OC)-c1ccc(OP(=O)(O)O)cc1[C@@H](NC(C)=O)CC2,2.0,21.984838042729148,91.38525155065471,False,0.222,0.198,True,True
PF-00337210,CNC(=O)c1c(C)oc2cc(Oc3ccnc4cc(OCCN5CCOCC5)ccc34)ccc12,1.0,21.915920055134382,71.05444521019986,False,0.291,0.202,True,True
EXISULIND,CC1=C(CC(=O)O)c2cc(F)ccc2/C1=C\c1ccc(S(C)(=O)=O)cc1,3.0,21.847002067539623,91.38525155065471,False,0.254,0.214,True,True
ABEDITEROL,O=c1ccc2c([C@@H](O)CNCCCCCCOCC(F)(F)c3ccccc3)ccc(O)c2[nH]1,2.0,21.778084079944872,75.63749138525155,False,0.187,0.157,True,True
GSK-1521498,Fc1cc(-c2cccc(-c3nc[nH]n3)c2)cc(F)c1CNC1Cc2ccccc2C1,2.0,21.709166092350102,78.56650585802895,False,0.198,0.225,True,True
CC-115,CCN1C(=O)CNc2ncc(-c3ccc(-c4nc[nH]n4)nc3C)nc21,2.0,21.640248104755344,91.38525155065471,False,0.169,0.178,True,True
PATUPILONE,C/C(=C\c1csc(C)n1)[C@@H]1C[C@@H]2O[C@]2(C)CCC[C@H](C)[C@H](O)[C@@H](C)C(=O)C(C)(C)[C@@H](O)CC(=O)O1,3.0,21.57133011716058,91.38525155065471,False,0.158,0.157,True,True
ECASTOLOL,CCCC(=O)Nc1ccc(OCC(O)CNCCc2ccc(OC)c(OC)c2)c(-c2ccno2)c1,2.0,21.50241212956582,98.20813232253616,False,0.207,0.196,True,True
SAFUSIDENIB,Cc1cn(C(=O)c2c(-c3c(Cl)cc(Cl)cc3Cl)noc2C(C)(C)F)c2cccc(/C=C/C(=O)O)c12,2.0,21.433494141971053,36.4920744314266,False,0.264,0.196,True,True
THIOCOLCHICOSIDE,COc1c(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc2c(c1OC)-c1ccc(SC)c(=O)cc1[C@@H](NC(C)=O)CC2,3.0,21.36457615437629,83.9421088904204,False,0.2,0.19,True,True
TENOFOVIR DISOPROXIL ASPARTATE,CC(C)OC(=O)OCOP(=O)(CO[C@H](C)Cn1cnc2c(N)ncnc21)OCOC(=O)OC(C)C.N[C@@H](CC(=O)O)C(=O)O,3.0,21.29565816678153,50.137835975189525,False,0.162,0.198,True,True
ZIRITAXESTAT,CCc1nc2c(C)cc(N3CCN(CC(=O)N4CC(O)C4)CC3)cn2c1N(C)c1nc(-c2ccc(F)cc2)c(C#N)s1,3.0,21.226740179186766,89.38662991040661,False,0.206,0.21,True,True
GUMELUTAMIDE,CC(C)(O)c1ccc(Nc2ncnc3c2CCN(c2ccc(C#N)c(Cl)c2)C3)nc1,2.0,21.157822191592,54.37629221226741,False,0.307,0.192,True,True
7-ETHYL-10-HYDROXYCAMPTOTHECIN,CCc1c2c(nc3ccc(O)cc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC,2.0,21.08890420399724,81.3921433494142,False,0.227,0.191,True,True
ETC-159,Cn1c(=O)c2c(ncn2CC(=O)Nc2ccc(-c3ccccc3)nn2)n(C)c1=O,1.0,21.019986216402486,90.83390764989664,False,0.218,0.259,True,True
CRS-3123,O=c1cc(NCCCN[C@@H]2CCOc3c(Br)cc(Br)cc32)[nH]c2ccsc12,2.0,20.951068228807724,91.38525155065471,False,0.184,0.173,True,True
CADISEGLIATIN,CCCO[C@H]1CC[C@H](N(C(=O)Nc2ncc(SCC(=O)O)s2)C2CCCCC2)CC1,2.0,20.88215024121296,91.38525155065471,False,0.237,0.205,True,True
NEMIRALISIB,CC(C)N1CCN(Cc2cnc(-c3cc(-c4cccc5[nH]ccc45)cc4[nH]ncc34)o2)CC1,2.0,20.8132322536182,24.01791867677464,False,0.176,0.188,True,True
ILACIRNON,Cc1cnc(C(=O)c2ncnc3[nH]ccc23)c(NS(=O)(=O)c2ccc(Cl)c(C(F)(F)F)c2)c1,2.0,20.744314266023437,91.38525155065471,False,0.289,0.222,True,True
TAUROLITHOCHOLIC ACID,C[C@H](CCC(=O)NCCS(=O)(=O)O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,3.0,20.67539627842867,50.137835975189525,False,0.132,0.144,True,True
TILPISERTIB FOSMECARBIL,Cn1ccc2c([C@@H](c3cn(C45CC(C4)C5)nn3)N(C(=O)OCOP(=O)(O)O)c3cc(Cl)c4ncc(C#N)c(NCC(C)(C)C)c4c3)cccc2c1=O,2.0,20.606478290833905,98.0013783597519,False,0.217,0.194,True,True
VICASINABIN,Cn1nnnc1Cn1nnc2c(N3CC[C@H](O)C3)nc(C(C)(C)C)nc21,2.0,20.537560303239143,18.745692625775323,False,0.146,0.157,True,True
IMANIXIL,CC1(C)CN(c2ncc(C(=O)Nc3cccc(C(F)(F)F)c3)c(N)n2)C(=O)N1,2.0,20.46864231564438,75.63749138525155,False,0.273,0.278,True,True
VAPENDAVIR,CCOc1noc2cc(OCCC3CCN(c4ccc(C)nn4)CC3)ccc12,2.0,20.39972432804962,28.25637491385251,False,0.19,0.2,True,True
CEFIVITRIL,Cn1nnnc1SCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)CS/C=C\C#N)[C@H]2SC1,2.0,20.330806340454856,75.63749138525155,False,0.174,0.165,True,True
BI 639667,CS(=O)(=O)c1cc(C2(NC(=O)c3cncc4c3cnn4-c3ccc(F)cc3)CC2)ccn1,1.0,20.26188835286009,90.00689179875948,False,0.24,0.217,True,True
BI-224436,Cc1nc2ccccc2c(-c2ccc3c4c(ccnc24)CCO3)c1[C@H](OC(C)(C)C)C(=O)O,1.0,20.19297036526534,91.38525155065471,False,0.227,0.207,True,True
TIRILAZAD,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)C3=CC[C@]2(C)[C@H]1C(=O)CN1CCN(c2cc(N3CCCC3)nc(N3CCCC3)n2)CC1,3.0,20.124052377670576,50.137835975189525,False,0.163,0.174,True,True
TASELISIB,Cc1nc(-c2cn3c(n2)-c2ccc(-c4cnn(C(C)(C)C(N)=O)c4)cc2OCC3)n(C(C)C)n1,3.0,20.05513439007581,91.38525155065471,False,0.228,0.202,True,True
CEFAZAFLUR,Cn1nnnc1SCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)CSC(F)(F)F)[C@H]2SC1,2.0,19.98621640248105,50.723638869745,False,0.18,0.173,True,True
XL-019,O=C(Nc1ccc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)cc1)C1CCCN1,1.0,19.91729841488629,50.137835975189525,False,0.216,0.222,True,True
FUNOBACTAM,NC1=N[C@H](c2nnc([C@@H]3CC4(CC4)[C@@H]4CN3C(=O)N4OS(=O)(=O)O)o2)CN1,2.0,19.848380427291524,49.34527911784976,False,0.132,0.15,True,True
AZD-5099,COC[C@H](C)NC(=O)c1nc(N2CC[C@@H](NC(=O)c3[nH]c(C)c(Cl)c3Cl)[C@@H](OC)C2)sc1C(=O)O,1.0,19.77946243969676,50.137835975189525,False,0.188,0.193,True,True
AVUTOMETINIB,CNS(=O)(=O)Nc1nccc(Cc2c(C)c3ccc(Oc4ncccn4)cc3oc2=O)c1F,3.0,19.710544452101995,76.70572019297036,False,0.261,0.163,True,True
TOBUTEROL,Cc1ccc(C(=O)Oc2cc(OC(=O)c3ccc(C)cc3)cc(C(O)CNC(C)(C)C)c2)cc1,2.0,19.641626464507237,74.77601654031703,False,0.232,0.241,True,True
PHTHALYLSULFATHIAZOLE,O=C(O)c1ccccc1C(=O)Nc1ccc(S(=O)(=O)Nc2nccs2)cc1,4.0,19.57270847691247,75.63749138525155,False,0.362,0.27,True,True
FISOGATINIB,C=CC(=O)N[C@H]1CCOC[C@H]1Nc1ncc2cc(-c3c(Cl)c(OC)cc(OC)c3Cl)ccc2n1,2.0,19.50379048931771,91.38525155065471,False,0.198,0.194,True,True
CLN-081,C=CC(=O)N[C@H]1C=C(C)c2c(-c3cnc4ccccc4c3)c3c(N)ncnc3n2C1,3.0,19.43487250172296,53.41144038594072,False,0.229,0.2,True,True
CEFTERAM,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(Cn3nnc(C)n3)CS[C@H]12)c1csc(N)n1,2.0,19.36595451412819,24.60372157133012,False,0.17,0.175,True,True
BRIVANIB ALANINATE,Cc1cc2c(F)c(Oc3ncnn4cc(OC[C@@H](C)OC(=O)[C@H](C)N)c(C)c34)ccc2[nH]1,3.0,19.29703652653343,68.02205375603032,False,0.205,0.189,True,True
CIVOREBRUTINIB,N#CN1C[C@H](n2nc(-c3ccc(Oc4ccc(Cl)cn4)cc3)c(C(N)=O)c2N)CCC12CC2,2.0,19.228118538938663,91.38525155065471,False,0.235,0.179,True,True
AMINOQUINOL,CCN(CC)CCCC(C)Nc1cc(/C=C/c2ccccc2Cl)nc2cc(Cl)ccc12,2.0,19.1592005513439,50.137835975189525,False,0.205,0.171,True,True
EXICORILANT,Cn1ncc(S(=O)(=O)N2CC[C@H]3Cc4c(cnn4-c4ccc(F)cc4)C[C@]3(C(=O)c3cc(C(F)(F)F)ccn3)C2)n1,2.0,19.09028256374914,72.29496898690559,False,0.227,0.233,True,True
FLUMOXONIDE,COC(OC)C(=O)[C@@]12OC(C)(C)O[C@@H]1C[C@H]1[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]12C,2.0,19.021364576154376,75.63749138525155,False,0.143,0.163,True,True
ONVANSERTIB,CN1CCN(c2ccc(OC(F)(F)F)c(Nc3ncc4c(n3)-c3c(c(C(N)=O)nn3CCO)CC4)c2)CC1,2.0,18.952446588559614,14.955203308063403,False,0.202,0.22,True,True
PRADEFOVIR,Nc1ncnc2c1ncn2CCOC[P@@]1(=O)OCC[C@@H](c2cccc(Cl)c2)O1,3.0,18.88352860096485,54.10062026188835,False,0.174,0.202,True,True
PF-04634817,CO[C@@H]1COCC[C@@H]1N[C@@H]1CC[C@@](C(=O)N2C[C@@H]3C[C@H]2CN3c2cc(C(F)(F)F)ncn2)(C(C)C)C1,2.0,18.814610613370085,24.01791867677464,False,0.191,0.2,True,True
DAREXABAN,COc1ccc(C(=O)Nc2cccc(O)c2NC(=O)c2ccc(N3CCCN(C)CC3)cc2)cc1,3.0,18.745692625775323,91.38525155065471,False,0.259,0.289,True,True
DEFERITRIN,C[C@]1(C(=O)O)CSC(c2ccc(O)cc2O)=N1,2.0,18.67677463818056,82.63266712611991,False,0.269,0.2,True,True
ELINOGREL,CNc1cc2[nH]c(=O)n(-c3ccc(NC(=O)NS(=O)(=O)c4ccc(Cl)s4)cc3)c(=O)c2cc1F,2.0,18.60785665058581,92.07443142660236,False,0.31,0.239,True,True
GLYCOCHOLIC ACID,C[C@H](CCC(=O)NCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C,3.0,18.538938662991043,78.2908339076499,False,0.132,0.147,True,True
EDECESERTIB,C[C@H](C#N)Nc1cc(-c2ccc3cc(C#N)cnn23)ncc1C(=O)NC[C@@H](F)C(C)(C)O,2.0,18.47002067539628,50.137835975189525,False,0.233,0.222,True,True
BAY-1082439,COc1c(OC[C@H](O)CN2CCOCC2)ccc2c1N=C(NC(=O)c1cccnc1C)N1CCN=C21,1.0,18.40110268780152,91.38525155065471,False,0.233,0.196,True,True
DEMIDITRAZ,Cc1cccc([C@H](C)c2ncc[nH]2)c1C,2.0,18.33218470020676,75.63749138525155,False,0.236,0.246,True,True
ISPRONICLINE,CN[C@@H](C)C/C=C/c1cncc(OC(C)C)c1,2.0,18.26326671261199,50.137835975189525,False,0.203,0.192,True,True
R-343,CNC(=O)COc1cccc(Nc2ncc(F)c(Nc3ccc4c(c3)NC(=O)C(F)(F)O4)n2)c1,2.0,18.194348725017228,91.38525155065471,False,0.209,0.223,True,True
OSI-027,COc1cccc2cc(-c3nc([C@H]4CC[C@H](C(=O)O)CC4)n4ncnc(N)c34)[nH]c12,2.0,18.125430737422462,62.64645072363887,False,0.255,0.208,True,True
QUABODEPISTAT,O=C1CCc2c(OC[C@]3(O)CCN(c4c(F)cc(Cl)cc4F)C[C@H]3O)ccc(F)c2N1,2.0,18.056512749827704,8.476912474155752,False,0.207,0.198,True,True
PREDNISOLAMATE,CCN(CC)CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,2.0,17.987594762232938,28.807718814610617,False,0.149,0.171,True,True
SEPIMOSTAT,N=C(N)c1ccc2cc(OC(=O)c3ccc(NC4=NCCN4)cc3)ccc2c1,2.0,17.918676774638175,14.266023432115782,False,0.213,0.165,True,True
GOSSYPOL,Cc1cc2c(C(C)C)c(O)c(O)c(C=O)c2c(O)c1-c1c(C)cc2c(C(C)C)c(O)c(O)c(C=O)c2c1O,3.0,17.849758787043424,98.69055823569953,False,0.21,0.236,True,True
BUCLADESINE,CCCC(=O)Nc1ncnc2c1ncn2[C@@H]1O[C@@H]2COP(=O)(O)O[C@H]2[C@H]1OC(=O)CCC,2.0,17.78084079944866,88.97312198483804,False,0.16,0.176,True,True
MIGOPROTAFIB,N[C@@H]1c2ccccc2OC12CCN(c1cnc3c(N4CCCc5ncccc54)nnc-3[nH]1)CC2,2.0,17.711922811853896,75.63749138525155,False,0.208,0.162,True,True
LEDOXANTRONE,CCN(CC)CCn1nc2c3c(c(NCCN)ccc31)Sc1cc(O)ccc1-2,2.0,17.643004824259133,91.38525155065471,False,0.173,0.209,True,True
TRICLONIDE,CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@@]4(Cl)[C@@H](Cl)C[C@]3(C)[C@]2(C(=O)CCl)O1,2.0,17.57408683666437,14.128187456926256,False,0.146,0.165,True,True
LCL-161,CN[C@@H](C)C(=O)N[C@H](C(=O)N1CCC[C@H]1c1nc(C(=O)c2ccc(F)cc2)cs1)C1CCCCC1,2.0,17.50516884906961,85.73397656788421,False,0.224,0.208,True,True
MK-0812,CO[C@@H]1COCC[C@@H]1N[C@@H]1CC[C@@](C(=O)N2CCc3ncc(C(F)(F)F)cc3C2)(C(C)C)C1,2.0,17.436250861474846,67.95313576843556,False,0.219,0.242,True,True
AUMOLERTINIB,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C4CC4)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,3.0,17.36733287388008,67.53962784286699,False,0.26,0.202,True,True
R-406,COc1cc(Nc2ncc(F)c(Nc3ccc4c(n3)NC(=O)C(C)(C)O4)n2)cc(OC)c1OC,2.0,17.298414886285318,50.137835975189525,False,0.247,0.17,True,True
OLEANDRIN,CO[C@H]1C[C@H](O[C@H]2CC[C@@]3(C)[C@H](CC[C@@H]4[C@@H]3CC[C@]3(C)[C@@H](C5=CC(=O)OC5)[C@@H](OC(C)=O)C[C@]43O)C2)O[C@@H](C)[C@@H]1O,1.0,17.229496898690556,50.137835975189525,False,0.115,0.174,True,True
CANOCAPAVIR,O=C1CO[C@H](c2cn(-c3ccc(Br)cc3)nc2-c2ccc(F)cc2)N1CCc1ccc2[nH]c(=O)[nH]c2c1,2.0,17.16057891109579,5.513439007580978,False,0.196,0.196,True,True
CEPEROGNASTAT,CC(=O)Nc1nc(F)c(CN2CC[C@H](OCc3noc(C)n3)C[C@@H]2C)s1,2.0,17.091660923501028,51.13714679531358,False,0.165,0.173,True,True
LUBABEGRON,CC(C)(Cc1ccc(Oc2ncccc2C#N)cc1)NC[C@H](O)COc1ccccc1-c1cccs1,2.0,17.022742935906276,75.63749138525155,False,0.245,0.206,True,True
FLUAZACORT,CC(=O)OCC(=O)[C@@]12N=C(C)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]12C,2.0,16.953824948311514,50.137835975189525,False,0.157,0.19,True,True
SULFACHLORPYRIDAZINE,Nc1ccc(S(=O)(=O)Nc2ccc(Cl)nn2)cc1,2.0,16.88490696071675,87.73259820813233,False,0.308,0.205,True,True
GSK2816126,CC[C@H](C)n1cc(C)c2c(C(=O)NCc3c(C)cc(C)[nH]c3=O)cc(-c3ccc(N4CCNCC4)nc3)cc21,1.0,16.815988973121986,50.137835975189525,False,0.179,0.191,True,True
TANSHINONE IIA SULFONIC ACID,Cc1c(S(=O)(=O)O)oc2c1C(=O)C(=O)c1c-2ccc2c1CCCC2(C)C,2.0,16.747070985527223,91.38525155065471,False,0.189,0.212,True,True
IDRX-42,Cn1cc(-c2ccc(CNc3cc(-c4cnc5cc(OCCCN6CCCC6)ccn45)ncn3)cc2)cn1,1.0,16.67815299793246,59.476223294279805,False,0.168,0.176,True,True
TOREZOLID PHOSPHATE DISODIUM,Cn1nnc(-c2ccc(-c3ccc(N4C[C@H](COP(=O)([O-])[O-])OC4=O)cc3F)cn2)n1,1.0,16.6092350103377,91.38525155065471,False,0.2,0.212,True,True
CRELOSIDENIB,C=CC(=O)N1CCN([C@@H](CC2CC2)c2ccc([C@H](C)Nc3ncc4c(n3)N(CC)C(=O)OC4)cc2)CC1,2.0,16.540317022742933,50.137835975189525,False,0.165,0.216,True,True
TOTROMBOPAG,CC1=NN(c2ccc(C)c(C)c2)C(=O)/C1=N\Nc1cccc(-c2cccc(-c3nnn[nH]3)c2)c1O,2.0,16.47139903514817,69.81392143349414,False,0.316,0.192,True,True
GSK-3008348 FREE BASE,Cc1cc(C)n(-c2cccc([C@H](CC(=O)O)CN3CC[C@@H](CCc4ccc5c(n4)NCCC5)C3)c2)n1,1.0,16.402481047553408,75.67195037904894,False,0.211,0.196,True,True
IVARMACITINIB,COc1nsc(NC(=O)N2C[C@H]3C[C@H](N(C)c4ncnc5[nH]ccc45)C[C@H]3C2)n1,3.0,16.333563059958646,50.137835975189525,False,0.162,0.216,True,True
LEURUBICIN,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](NC(=O)[C@@H](N)CC(C)C)[C@H](O)[C@H](C)O1,2.0,16.26464507236389,89.86905582356995,False,0.159,0.158,True,True
TOPIXANTRONE,CN(C)CCNc1ccc2c3c(nn2CCNCCO)-c2cnccc2C(=O)c13,2.0,16.19572708476913,27.63611302549965,False,0.237,0.216,True,True
RLY-2608,N#Cc1c(-c2cc(NC(=O)c3cc(F)cc(C(F)(F)F)c3)c3c(c2)C(=O)N[C@H]3c2cc(F)ccc2Cl)ccc2ncnn12,1.0,16.126809097174366,91.38525155065471,False,0.234,0.21,True,True
EPOTHILONE D,C/C1=C/C[C@@H](/C(C)=C/c2csc(C)n2)OC(=O)C[C@H](O)C(C)(C)C(=O)[C@H](C)[C@@H](O)[C@@H](C)CCC1,2.0,16.057891109579604,91.38525155065471,False,0.162,0.156,True,True
IZUFORANT,CNC1CN(c2nc3ncc(Br)cc3n3cnnc23)C1,2.0,15.98897312198484,50.137835975189525,False,0.181,0.183,True,True
TAVAPADON,Cc1cc(Oc2ncccc2C(F)(F)F)ccc1-c1c(C)c(=O)[nH]c(=O)n1C,3.0,15.920055134390076,50.137835975189525,False,0.296,0.209,True,True
NAFOXIDINE,COc1ccc2c(c1)CCC(c1ccccc1)=C2c1ccc(OCCN2CCCC2)cc1,2.0,15.851137146795311,50.137835975189525,False,0.25,0.253,True,True
ELDECALCITOL,C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)CCCC(C)(C)O)CC[C@@H]23)C[C@@H](O)[C@@H](OCCCO)[C@@H]1O,3.0,15.782219159200553,81.87456926257754,False,0.121,0.162,True,True
ACOLBIFENE,CC1=C(c2ccc(O)cc2)[C@H](c2ccc(OCCN3CCCCC3)cc2)Oc2cc(O)ccc21,3.0,15.713301171605789,91.38525155065471,False,0.241,0.236,True,True
ABIVERTINIB,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)c(F)c3)nc3[nH]ccc23)c1,3.0,15.644383184011025,50.137835975189525,False,0.206,0.182,True,True
ANAZOLENE,O=S(=O)(O)c1cc(O)c2c(/N=N/c3ccc(Nc4ccccc4)c4c(S(=O)(=O)O)cccc34)cc(S(=O)(=O)O)cc2c1,2.0,15.57546519641626,63.6802205375603,False,0.222,0.192,True,True
VALNEMULIN,C=C[C@]1(C)C[C@@H](OC(=O)CSC(C)(C)CNC(=O)[C@H](N)C(C)C)[C@]2(C)[C@H](C)CC[C@]3(CCC(=O)[C@H]32)[C@@H](C)[C@@H]1O,2.0,15.506547208821498,24.01791867677464,False,0.142,0.164,True,True
ANDOLAST,O=C(Nc1ccc(-c2nnn[nH]2)cc1)c1ccc(-c2nnn[nH]2)cc1,2.0,15.437629221226745,50.137835975189525,False,0.609,0.169,False,True
BALCINRENONE,CNC(=O)C[C@H]1COc2cc(F)ccc2N1C(=O)c1ccc2c(c1)NC(=O)CO2,3.0,15.368711233631982,50.137835975189525,False,0.212,0.206,True,True
PRADOFLOXACIN,N#Cc1c(N2C[C@@H]3CCCN[C@@H]3C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,2.0,15.299793246037218,50.137835975189525,False,0.212,0.17,True,True
GUSACITINIB,N#CCC1CCN(c2nc(Nc3ccc(N4CCC(O)CC4)cc3)c3c(=O)[nH]ncc3n2)CC1,2.0,15.230875258442456,24.01791867677464,False,0.2,0.186,True,True
RIMACALIB,C[C@@H](c1ccc(-c2ccccc2)c(F)c1)c1cc(NC(=N)N2CCOCC2)on1,2.0,15.161957270847692,92.28118538938664,False,0.202,0.189,True,True
ATX08-001,CCCCCS(=O)(=O)NC(=O)c1ccc2nc(C)n(Cc3ccc(Cl)cc3Cl)c2c1,2.0,15.09303928325293,96.76085458304615,False,0.262,0.189,True,True
AMINOQUINURIDE,Cc1cc(N)c2cc(NC(=O)Nc3ccc4nc(C)cc(N)c4c3)ccc2n1,2.0,15.024121295658166,91.38525155065471,False,0.268,0.227,True,True
SCH-486757,O[C@]1(c2ncccn2)C[C@H]2CC[C@@H](C1)N2C(c1ccccc1Cl)c1ccccc1Cl,2.0,14.955203308063403,35.630599586492075,False,0.206,0.193,True,True
MOXIRAPRINE,Cc1cc(-c2ccc(O)cc2)nnc1NCCN1CCOCC1,2.0,14.88628532046864,91.7987594762233,False,0.2,0.25,True,True
DENIBULIN,COC(=O)Nc1nc2cc(Sc3ccc(NC(=O)[C@H](C)N)cc3)ccc2[nH]1,2.0,14.817367332873877,75.63749138525155,False,0.25,0.216,True,True
GALOCITABINE,COc1cc(C(=O)Nc2nc(=O)n([C@@H]3O[C@H](C)[C@@H](O)[C@H]3O)cc2F)cc(OC)c1OC,2.0,14.748449345279113,90.21364576154376,False,0.221,0.206,True,True
NICOCORTONIDE,C/C=C/C1O[C@]2(C(=O)COC(=O)c3cccnc3)CC[C@@]3(O1)[C@@H]1CCC4=CC(=O)CC[C@]4(C)[C@H]1[C@@H](O)C[C@]23C,2.0,14.67953135768436,50.137835975189525,False,0.159,0.212,True,True
LIFIRAFENIB,O=C1CCc2c(Oc3ccc4c(c3)[C@@H]3[C@H](O4)[C@H]3c3nc4cc(C(F)(F)F)ccc4[nH]3)ccnc2N1,2.0,14.6106133700896,24.01791867677464,False,0.236,0.196,True,True
PUQUITINIB MESYLATE DIHYDRATE,c1cnc2ccc(Nc3nc(NC4CC4)c4nc[nH]c4n3)cc2c1,1.0,14.541695382494837,75.63749138525155,False,0.211,0.235,True,True
BURIXAFOR,Nc1cc(N2CCN(CCP(=O)(O)O)CC2)nc(NCC2CCC(CNCCCNC3CCCCC3)CC2)n1,2.0,14.47277739490007,64.57615437629221,False,0.198,0.186,True,True
LINERIXIBAT,CCCC[C@]1(CC)CS(=O)(=O)c2cc(CNC(CC(=O)O)CC(=O)O)c(OC)cc2[C@@H](c2ccccc2)N1,3.0,14.403859407305308,24.01791867677464,False,0.236,0.185,True,True
DAROVASERTIB,CC1(N)CCN(c2cccnc2NC(=O)c2nc(-c3ncccc3C(F)(F)F)cnc2N)CC1,2.0,14.334941419710546,71.95037904893178,False,0.25,0.216,True,True
OTENABANT,CCNC1(C(N)=O)CCN(c2ncnc3c2nc(-c2ccccc2Cl)n3-c2ccc(Cl)cc2)CC1,3.0,14.266023432115782,41.76430048242591,False,0.228,0.203,True,True
